"mietekalt","qm_Preis","wohnflaeche","alter","objektzustand","zimmeranzahl","balkon","einbaukueche","keller","ausstattung","ausstattung_kat","aufzug","gaestewc","garten","heizungsart","barrierefrei","Einstellungsdatum","Einstellungsmonat"
750,9.49367046356201,79,114,6,2,1,1,0,1,2,0,0,1,5,0,2019-02-01,"02"
550,7.63888883590698,72,NA,NA,2,1,1,1,0,0,0,0,0,NA,0,2019-12-01,"12"
850,7.81681108474731,108.73999786377,20,7,3,1,1,0,0,0,0,0,0,13,0,2019-07-01,"07"
435,7.5416088104248,57.6800003051758,20,7,2,1,1,1,1,2,0,0,0,13,0,2019-07-01,"07"
989,8.86597919464111,111.550003051758,2,3,2.5,1,0,0,1,2,1,0,0,13,1,2019-09-01,"09"
262.3,6.09999990463257,43,47,7,1,0,0,0,1,1,0,0,0,13,0,2019-02-01,"02"
280,14,20,65,NA,1,0,1,0,0,0,0,0,0,13,0,2019-03-01,"03"
740,10,74,7,3,2,1,0,1,1,2,1,0,0,4,1,2019-07-01,"07"
598.2,8.30833339691162,72,56,NA,3,1,0,1,0,0,1,0,0,13,1,2018-11-01,"11"
620,8.50013637542725,72.9400024414062,24,7,3,1,0,1,1,1,0,0,0,13,0,2019-08-01,"08"
371.23,5.04731464385986,73.5500030517578,48,NA,3,1,0,1,0,0,1,0,0,13,0,2019-08-01,"08"
415,10.6410255432129,39,NA,2,1.5,1,1,0,1,2,0,0,0,12,0,2019-02-01,"02"
980,9.80000019073486,100,46,NA,4,1,1,1,0,0,1,1,0,NA,0,2019-04-01,"04"
550,7.23684215545654,76,NA,NA,3,0,1,1,0,0,0,0,0,NA,0,2019-01-01,"01"
193.6,4.48979616165161,43.1199989318848,51,8,1,1,0,1,0,0,1,0,0,NA,0,2019-10-01,"10"
607.8,7.99736833572388,76,56,NA,3,1,0,1,0,0,0,0,0,13,0,2019-07-01,"07"
750,8.33333301544189,90,26,7,3,1,0,1,0,0,0,0,1,6,0,2019-12-01,"12"
355,8.25581359863281,43,31,2,1,1,0,1,1,2,0,0,1,13,0,2019-03-01,"03"
478.8,7.5,63.8400001525879,58,NA,3,1,0,1,0,0,0,0,1,13,0,2019-09-01,"09"
482.4,8.46315765380859,57,56,NA,2,1,0,1,0,0,0,0,0,13,0,2018-11-01,"11"
800,8.9887638092041,89,2,1,3,1,0,1,0,0,1,0,0,12,0,2019-03-01,"03"
895,7.92035388946533,113,38,7,4,1,0,1,1,1,0,0,0,13,0,2019-09-01,"09"
469,6.51388883590698,72,49,7,3,0,0,0,0,0,0,0,0,13,0,2019-01-01,"01"
272,5.99911785125732,45.3400001525879,57,NA,3,0,0,1,0,0,0,0,0,3,0,2019-07-01,"07"
626.81,5.60001802444458,111.930000305176,9,3,5,1,0,1,1,1,0,0,0,13,1,2019-04-01,"04"
455,7.58333349227905,60,NA,NA,2.5,0,1,1,0,0,0,0,1,2,0,2019-05-01,"05"
590,8.30985927581787,71,NA,NA,2,0,0,0,0,0,0,0,0,NA,0,2019-07-01,"07"
600,10,60,NA,4,3,0,0,0,0,0,0,0,0,4,0,2019-06-01,"06"
754.4,9.19999980926514,82,4,3,3,1,0,1,1,2,1,0,0,5,1,2019-06-01,"06"
504,7.50558423995972,67.1500015258789,23,6,2,1,0,0,1,1,0,0,0,4,0,2019-06-01,"06"
950,9.40594100952148,101,NA,6,5,1,1,1,1,1,0,0,1,6,0,2019-08-01,"08"
420,8.39999961853027,50,18,7,2,1,0,1,1,1,0,0,1,13,0,2019-01-01,"01"
290,10.740740776062,27,NA,NA,1,1,1,0,0,0,1,0,0,NA,0,2019-02-01,"02"
254.92,5.31083345413208,48,28,NA,1,0,0,1,0,0,0,0,0,13,0,2019-09-01,"09"
528.5,8.74855136871338,60.4099998474121,62,NA,2.5,1,0,1,0,0,0,0,0,13,0,2019-02-01,"02"
525,7.5,70,45,7,3,1,1,1,1,1,0,0,0,13,0,2019-03-01,"03"
910,11.8181819915771,77,1,1,2.5,1,0,1,1,2,1,0,1,NA,1,2019-02-01,"02"
980,15.0769233703613,65,NA,NA,2,1,1,1,0,0,0,0,0,NA,0,2019-01-01,"01"
985,9.29245281219482,106,6,3,4,1,0,1,1,2,1,1,0,4,0,2019-09-01,"09"
580,6.82352924346924,85,100,7,3,0,1,1,1,1,0,1,1,6,0,2019-04-01,"04"
629,8.5,74,50,NA,3,1,0,1,0,0,0,0,0,13,0,2019-11-01,"11"
735,9.1875,80,3,3,2,0,0,1,1,2,1,0,0,4,1,2019-03-01,"03"
400,6.66666650772095,60,60,7,3,0,0,1,0,0,0,0,1,NA,0,2019-05-01,"05"
735,10.5,70,107,7,3,0,0,0,0,0,0,0,0,3,0,2019-04-01,"04"
604.7,10.0699415206909,60.0499992370605,63,NA,3,1,0,1,0,0,0,0,0,13,0,2019-11-01,"11"
300,6.81818199157715,44,42,7,2,1,0,1,1,1,0,0,0,13,0,2019-07-01,"07"
285,7.307692527771,39,50,7,1,0,1,1,1,1,0,0,0,13,0,2019-03-01,"03"
331,8.31240558624268,39.8199996948242,4,NA,1,1,0,1,0,0,1,0,0,6,1,2019-08-01,"08"
296,8,37,69,7,1,0,1,1,1,1,0,0,0,3,0,2019-05-01,"05"
614,10,61.4000015258789,66,2,2,0,0,0,1,2,0,0,0,4,0,2019-12-01,"12"
1190,8.00053787231445,148.740005493164,22,NA,6,1,0,1,0,0,0,1,0,4,0,2019-05-01,"05"
550,9.16666698455811,60,61,8,2,1,1,1,1,1,0,0,0,13,0,2018-12-01,"12"
590,7.76315784454346,76,25,6,2,1,0,0,0,0,1,0,0,NA,0,2019-03-01,"03"
420,8.75,48,100,NA,2,0,1,1,0,0,0,0,1,13,0,2016-08-01,"08"
409,7.50734233856201,54.4799995422363,54,7,2,1,0,0,0,0,0,0,0,13,0,2019-10-01,"10"
495,20.625,24,36,2,1,0,1,1,1,2,0,0,0,13,0,2019-06-01,"06"
570,7.125,80,NA,7,3,0,0,1,0,0,0,1,1,3,0,2019-03-01,"03"
790,9.63414669036865,82,48,6,2,1,1,1,1,2,0,1,0,10,0,2017-10-01,"10"
310,10.3333330154419,30,NA,NA,1,1,1,0,0,0,0,0,0,6,0,2019-01-01,"01"
890,8.09090900421143,110,NA,7,3,1,0,1,1,2,0,0,0,11,1,2019-11-01,"11"
290,7.25,40,NA,NA,1,0,1,1,0,0,0,0,0,NA,0,2019-06-01,"06"
520,9.23459434509277,56.310001373291,3,1,2,1,0,1,0,0,1,0,0,12,0,2019-06-01,"06"
600,8,75,108,NA,3,1,0,1,0,0,0,0,0,NA,0,2019-08-01,"08"
500,7.46268653869629,67,NA,NA,2,1,0,1,0,0,0,0,0,NA,0,2019-03-01,"03"
666,9,74,42,2,2,1,0,1,1,2,0,0,0,6,0,2019-06-01,"06"
495,7.07142877578735,70,NA,7,3,1,1,1,1,2,0,0,0,10,0,2019-08-01,"08"
250,7.57575750350952,33,29,7,1,1,0,1,1,1,0,0,0,6,0,2018-04-01,"04"
550,8.46153831481934,65,60,NA,3,1,1,1,1,1,0,0,1,3,0,2019-11-01,"11"
400,8.33333301544189,48,100,NA,2,1,0,0,1,1,0,0,0,4,0,2019-08-01,"08"
398.5,5.21938467025757,76.3499984741211,25,7,3.5,1,0,1,0,0,0,0,1,13,0,2019-02-01,"02"
450,13.8461542129517,32.5,53,5,1,0,0,0,0,0,0,1,0,6,0,2019-11-01,"11"
290,6.04166650772095,48,46,7,1,0,1,0,1,1,0,0,1,13,0,2019-08-01,"08"
408,6.18181800842285,66,62,NA,3,1,0,0,0,0,0,0,0,NA,0,2019-08-01,"08"
720,9.23076915740967,78,62,NA,3,1,0,1,0,0,0,0,0,NA,0,2019-01-01,"01"
300,10,30,60,6,1,0,1,0,1,1,1,0,0,13,0,2019-10-01,"10"
1030,10.3000001907349,100,46,NA,4,1,1,1,0,0,1,1,0,NA,0,2019-04-01,"04"
399,6.65000009536743,60,63,7,3,1,0,1,0,0,0,0,0,13,0,2019-04-01,"04"
614,8,76.75,2,2,2,1,0,1,0,0,1,0,0,5,1,2019-02-01,"02"
327.91,5.41820859909058,60.5200004577637,28,NA,2,1,0,1,0,0,0,0,0,13,0,2019-10-01,"10"
500,8.06451606750488,62,58,6,3,1,1,1,1,1,0,0,0,13,0,2019-04-01,"04"
522.15,7.56739139556885,69,55,NA,2.5,1,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
423.44,5.61144971847534,75.4599990844727,1,1,3,1,0,1,1,2,1,0,0,13,1,2019-11-01,"11"
665,6.51960802078247,102,40,7,3,1,0,1,1,1,0,1,0,13,0,2019-09-01,"09"
1100,8.54302597045898,128.759994506836,70,NA,1,0,0,1,0,0,0,0,0,13,1,2019-07-01,"07"
695,8.03561115264893,86.4899978637695,87,3,2,1,1,0,1,2,0,0,0,13,0,2018-12-01,"12"
227.6,5.0600266456604,44.9799995422363,29,7,1.5,1,1,1,1,1,0,0,1,6,0,2019-12-01,"12"
491,5.99658060073853,81.879997253418,55,NA,4,1,0,1,0,0,0,0,0,4,0,2019-08-01,"08"
321.95,6.50010108947754,49.5299987792969,70,NA,2,0,0,0,0,0,0,0,0,3,0,2019-01-01,"01"
385,5.92307710647583,65,NA,NA,2,1,1,1,0,0,0,0,1,13,0,2019-08-01,"08"
315.41,5.31082677841187,59.3899993896484,28,NA,2,1,0,1,0,0,0,0,0,13,0,2019-08-01,"08"
330,6.3461537361145,52,97,7,2,0,1,1,1,1,0,0,0,3,0,2019-06-01,"06"
629,9.96356678009033,63.1300010681152,2,NA,2,1,0,1,0,0,1,0,0,NA,0,2019-08-01,"08"
191.94,5.30954313278198,36.1500015258789,50,NA,1,1,0,1,0,0,1,0,0,13,0,2019-05-01,"05"
680,7.31182813644409,93,NA,7,3,1,0,1,0,0,0,0,0,NA,0,2019-02-01,"02"
614,7.19643688201904,85.3199996948242,60,2,4,1,0,1,0,0,0,0,0,13,0,2019-10-01,"10"
720,8,90,106,6,4,1,0,1,0,0,0,0,0,3,0,2019-03-01,"03"
280,14,20,65,NA,1,0,1,0,0,0,0,0,0,13,0,2019-02-01,"02"
519,7.25772619247437,71.5100021362305,54,7,3,1,0,0,0,0,0,0,0,13,0,2019-11-01,"11"
295,6.55555534362793,45,49,NA,2,0,1,1,0,0,0,0,0,6,0,2019-09-01,"09"
429,8.75510215759277,49,NA,7,2,0,1,1,0,0,0,0,1,13,0,2019-03-01,"03"
1350,10.7142858505249,126,5,3,3.5,1,1,1,1,2,1,1,0,5,1,2019-05-01,"05"
1100,8.52713203430176,129,11,3,4,1,1,1,1,2,0,1,0,13,0,2019-02-01,"02"
690,8.11764717102051,85,50,NA,4,1,0,1,0,0,0,0,0,13,0,2019-06-01,"06"
380,6.29973459243774,60.3199996948242,25,7,2,1,0,0,0,0,0,0,0,13,0,2019-11-01,"11"
259,5.46644163131714,47.3800010681152,53,7,2,1,0,1,0,0,0,0,0,13,0,2019-08-01,"08"
421.1,7.98445177078247,52.7400016784668,61,NA,2,1,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
355,7.24489784240723,49,NA,NA,2,1,0,1,0,0,1,0,0,NA,0,2019-10-01,"10"
1296,9.74436092376709,133,2,1,5,1,0,1,1,2,0,1,0,5,0,2019-10-01,"10"
968,6.49664449691772,149,NA,NA,5.5,1,0,1,0,0,0,0,0,NA,0,2019-09-01,"09"
955,10.6111106872559,90,113,7,3.5,1,0,1,1,2,0,0,0,13,0,2019-03-01,"03"
565,6.14130449295044,92,50,6,3,1,1,1,1,1,0,0,1,10,0,2019-10-01,"10"
1080,12,90,4,1,2,1,0,0,1,2,1,0,0,4,0,2018-09-01,"09"
567.13,9.41294574737549,60.25,62,NA,2.5,1,1,1,0,0,0,0,0,13,0,2019-08-01,"08"
580,6.74418592453003,86,106,7,4,0,1,1,1,2,0,0,0,13,0,2019-07-01,"07"
540,7.01298713684082,77,52,NA,3,1,0,1,0,0,0,0,0,13,0,2018-11-01,"11"
540,6,90,48,7,3,1,1,1,1,1,0,1,0,3,0,2019-02-01,"02"
315,9.84375,32,NA,3,1,1,1,1,1,2,0,0,0,3,0,2019-07-01,"07"
594,8.62369346618652,68.879997253418,62,NA,3,1,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
320,7.11111116409302,45,29,7,1,0,1,0,1,2,0,0,0,13,0,2018-02-01,"02"
910,7.98245620727539,114,NA,6,3,1,0,1,1,2,0,0,0,3,0,2019-01-01,"01"
470,7.23076915740967,65,70,NA,3,1,0,0,0,0,0,0,0,6,0,2019-01-01,"01"
680,7.47252750396729,91,32,7,4,1,0,1,1,1,0,1,0,13,0,2019-04-01,"04"
604,7.45678997039795,81,NA,NA,3,1,0,1,0,0,0,0,0,6,0,2019-11-01,"11"
690,6.33027505874634,109,25,6,4,1,0,1,1,2,1,1,0,13,0,2019-03-01,"03"
432,9,48,120,NA,2,0,0,0,1,1,0,0,0,10,0,2019-04-01,"04"
985,6.93661975860596,142,120,7,4,1,0,1,1,2,0,0,0,4,0,2019-09-01,"09"
694,9.04352378845215,76.7399978637695,6,NA,3,1,0,1,0,0,1,0,0,4,1,2019-03-01,"03"
700,9.82456111907959,71.25,NA,1,3,1,0,1,1,2,0,0,0,NA,0,2019-07-01,"07"
650,8.19878959655762,79.2799987792969,25,7,2,1,0,1,1,2,1,0,0,13,0,2019-07-01,"07"
555,7.92857122421265,70,84,3,3,0,1,1,1,1,0,0,0,4,0,2019-01-01,"01"
420,9.33333301544189,45,18,3,2,0,1,1,1,2,0,0,0,6,0,2019-07-01,"07"
301,5.70291805267334,52.7799987792969,69,5,2,0,0,1,0,0,0,0,0,3,0,2019-06-01,"06"
680,10.4615383148193,65,4,3,2,1,1,1,1,2,0,0,0,12,0,2019-08-01,"08"
560,6.58823537826538,85,56,7,3.5,1,1,1,1,1,0,1,1,6,0,2019-04-01,"04"
540,7.94117641448975,68,NA,6,2,0,1,0,1,2,0,0,1,6,0,2019-09-01,"09"
450,6.71641778945923,67,70,5,3,0,1,1,0,0,0,0,0,3,0,2019-06-01,"06"
280,7.56756734848022,37,NA,NA,2,0,0,1,0,0,0,0,1,NA,0,2019-01-01,"01"
475,7.72106647491455,61.5200004577637,57,2,3,1,0,1,0,0,0,0,0,4,0,2019-10-01,"10"
990,10.1020412445068,98,110,7,3,1,1,1,1,2,1,1,0,4,1,2019-07-01,"07"
550,10,55,NA,7,2,0,1,1,0,0,0,0,0,NA,0,2019-11-01,"11"
512.13,8.50008296966553,60.25,62,NA,2.5,1,0,1,0,0,0,0,0,13,0,2019-09-01,"09"
370,5.2857141494751,70,28,NA,2,0,0,0,0,0,0,0,0,NA,0,2019-04-01,"04"
680,9.06666660308838,75,56,7,3,1,0,1,0,0,1,1,0,13,0,2019-05-01,"05"
1058,9.99338817596436,105.870002746582,2,1,4,1,0,1,1,2,1,0,0,5,1,2018-11-01,"11"
370,6.4912281036377,57,50,NA,2,1,0,1,0,0,0,0,0,13,0,2019-02-01,"02"
566.53,8.5051794052124,66.6100006103516,60,NA,3,1,0,1,0,0,0,0,0,13,0,2019-07-01,"07"
538,7.57746458053589,71,56,NA,3,0,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
740,9.02439022064209,82,NA,NA,3,1,0,0,0,0,1,0,1,NA,0,2019-09-01,"09"
470,6.52777767181396,72,NA,NA,3,1,1,1,0,0,0,1,1,NA,0,2019-12-01,"12"
610,8.73925495147705,69.8000030517578,61,NA,3,1,0,1,0,0,0,0,0,3,0,2019-01-01,"01"
220,4.40000009536743,50,NA,NA,1.5,1,0,0,0,0,1,0,0,13,1,2019-10-01,"10"
494,9.0542516708374,54.560001373291,61,NA,2,0,0,1,0,0,0,0,0,3,0,2019-03-01,"03"
457,9.11448001861572,50.1399993896484,62,NA,2,1,0,1,0,0,0,0,0,13,0,2019-06-01,"06"
383,7.22641515731812,53,81,7,2,0,0,0,0,0,0,0,0,NA,0,2019-06-01,"06"
500,6.84931516647339,73,NA,5,2,1,0,1,0,0,0,0,0,10,0,2019-11-01,"11"
750,7.6530613899231,98,64,2,4,1,0,1,1,1,0,0,1,10,0,2019-04-01,"04"
950,8.2608699798584,115,118,7,2.5,0,0,0,0,0,0,0,0,NA,0,2019-07-01,"07"
750,6.69642877578735,112,67,5,3,1,1,1,1,1,0,1,1,3,0,2019-08-01,"08"
419,5.66216230392456,74,32,7,3,1,0,0,0,0,1,0,0,13,0,2019-04-01,"04"
417.66,6.80006551742554,61.4199981689453,66,NA,2,1,0,1,0,0,0,0,0,3,0,2019-11-01,"11"
405.42,5.2651948928833,77,23,NA,3,1,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
378,6,63,110,7,2,1,0,0,0,0,0,0,0,8,0,2019-10-01,"10"
356,4.34146356582642,82,46,7,3,1,0,1,1,1,0,0,0,4,0,2019-09-01,"09"
1104,8,138,NA,3,4,1,0,0,1,2,0,1,1,13,1,2019-07-01,"07"
522,9.51686477661133,54.8499984741211,65,7,2,0,0,1,0,0,0,0,0,13,0,2019-07-01,"07"
300,5.92885398864746,50.5999984741211,48,6,2,1,0,0,1,1,1,0,0,6,0,2018-12-01,"12"
687,7.78558492660522,88.2399978637695,20,NA,3,1,0,1,0,0,1,1,0,4,1,2019-09-01,"09"
730,7.44897937774658,98,40,5,3,1,1,1,1,2,0,0,1,13,0,2019-07-01,"07"
620,9.39393901824951,66,52,6,2,1,0,1,0,0,0,0,0,10,0,2019-07-01,"07"
690,6.96969699859619,99,92,2,5,0,0,1,0,0,0,0,1,6,0,2018-12-01,"12"
570,6.62790679931641,86,57,2,3,0,0,1,1,1,0,0,0,13,0,2019-01-01,"01"
400,8,50,95,2,2,0,1,0,1,2,0,0,0,13,0,2019-04-01,"04"
440,14.1935482025146,31,120,7,1,0,1,0,1,1,0,0,0,13,0,2019-07-01,"07"
255,7.08333349227905,36,90,7,2,0,0,1,1,1,0,0,0,3,0,2019-08-01,"08"
577.38,8.31600189208984,69.4300003051758,62,NA,3,0,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
450,11.1829023361206,40.2400016784668,52,7,1,1,0,0,0,0,1,0,0,13,0,2019-09-01,"09"
392.39,5.10127401351929,76.9199981689453,20,7,3,1,0,1,1,1,1,0,0,13,0,2019-07-01,"07"
400,6.04229640960693,66.1999969482422,52,2,3,1,0,1,1,1,0,0,0,13,0,2019-09-01,"09"
450,9.57446765899658,47,NA,3,2,0,1,1,1,2,0,0,1,NA,0,2019-11-01,"11"
380,7.1698112487793,53,51,5,2,1,0,1,0,0,0,0,0,3,0,2019-03-01,"03"
560,7,80,NA,NA,3,0,1,0,0,0,0,0,0,NA,0,2019-12-01,"12"
850,7.94392538070679,107,90,7,4.5,1,0,1,0,0,0,1,0,3,0,2019-12-01,"12"
880,10.4302473068237,84.370002746582,2,1,3,1,0,1,1,2,1,1,0,5,1,2018-12-01,"12"
580,7.25,80,48,NA,3,1,0,0,0,0,0,0,0,NA,0,2018-11-01,"11"
775,8.80681800842285,88,106,2,2,0,1,1,1,2,0,0,0,4,0,2019-07-01,"07"
250,7.8125,32,64,7,1,1,0,0,0,0,0,0,1,13,0,2019-01-01,"01"
445,6.01351356506348,74,NA,2,3,1,0,1,1,1,0,0,0,6,0,2019-03-01,"03"
470,7.63979196548462,61.5200004577637,57,2,3,1,0,0,0,0,0,0,0,4,0,2019-10-01,"10"
610,6.85393238067627,89,35,7,3,1,0,1,1,1,0,0,0,3,0,2019-01-01,"01"
490,6.80555534362793,72,NA,NA,3,0,0,1,0,0,0,0,1,NA,0,2019-07-01,"07"
250,5.10204076766968,49,28,6,2.5,1,0,1,1,1,0,0,1,3,0,2019-03-01,"03"
415,8.30000019073486,50,NA,7,2,1,1,0,1,1,0,0,0,6,0,2019-08-01,"08"
800,8.51063823699951,94,16,4,3,1,1,1,1,2,0,0,0,13,0,2019-11-01,"11"
250,11.3636360168457,22,26,3,1,0,1,0,1,1,0,0,1,13,0,2019-08-01,"08"
380.5,8.84883689880371,43,52,NA,1,1,0,1,0,0,0,0,0,13,0,2019-04-01,"04"
262.82,4.65003538131714,56.5200004577637,30,NA,2,1,0,1,0,0,0,0,0,13,0,2019-06-01,"06"
650,8.33333301544189,78,NA,7,3,1,1,1,0,0,0,0,1,NA,0,2019-08-01,"08"
560,8,70,NA,6,3,0,0,0,0,0,0,0,1,13,0,2019-03-01,"03"
530,7.06666660308838,75,50,NA,2,0,0,1,1,1,1,0,0,13,0,2019-02-01,"02"
290,10.740740776062,27,26,7,1.5,0,1,0,0,0,0,0,0,13,0,2019-01-01,"01"
504,8,63,50,7,2,1,0,1,1,1,1,0,0,4,0,2019-04-01,"04"
1140,9.57983207702637,119,55,5,4,1,1,1,1,2,1,1,1,6,1,2019-04-01,"04"
394,7.16363620758057,55,43,NA,2,0,0,1,0,0,0,0,0,13,0,2019-10-01,"10"
586.9,8.49717712402344,69.0699996948242,62,NA,3,1,0,1,0,0,0,0,0,13,0,2019-08-01,"08"
700,7.14285707473755,98,70,4,3,0,1,1,1,1,0,0,0,4,0,2019-08-01,"08"
485,6.21794891357422,78,47,7,3,0,0,0,1,1,0,0,0,13,0,2019-01-01,"01"
390,6.29032278060913,62,NA,NA,2,1,1,1,0,0,1,0,0,NA,0,2018-12-01,"12"
385.94,4.82425022125244,80,38,7,3,1,0,1,0,0,0,1,0,NA,0,2019-03-01,"03"
799,11.8370370864868,67.5,0,1,2,1,0,1,1,2,1,0,0,5,1,2019-12-01,"12"
327.95,5.07819747924805,64.5800018310547,44,NA,2,1,0,1,0,0,1,0,0,13,0,2019-01-01,"01"
450,8.25688076019287,54.5,25,7,2,1,1,1,1,2,0,0,1,6,0,2019-01-01,"01"
518,7.00283908843994,73.9700012207031,23,6,2,1,0,0,1,1,0,0,0,4,0,2019-11-01,"11"
535,7.13333320617676,75,NA,4,2.5,0,1,0,0,0,0,0,0,6,0,2019-02-01,"02"
419,5.66216230392456,74,32,7,3,1,0,0,0,0,1,0,0,13,0,2019-08-01,"08"
460,5.97402620315552,77,60,NA,3,0,0,1,1,1,0,0,1,4,0,2019-02-01,"02"
198.85,5.20005226135254,38.2400016784668,40,NA,1,0,0,0,0,0,0,0,0,13,0,2019-02-01,"02"
817,9.39080429077148,87,NA,2,5,1,0,0,0,0,0,1,0,7,0,2019-08-01,"08"
450,6.42857122421265,70,54,4,2,1,0,1,1,2,0,0,0,13,0,2017-11-01,"11"
474,7.07462692260742,67,59,6,3,1,0,1,0,0,0,0,0,13,0,2019-06-01,"06"
421.8,7.03000020980835,60,36,7,2,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
295,7.375,40,47,7,1,0,1,0,1,1,0,0,0,10,0,2019-08-01,"08"
345,6.90000009536743,50,48,NA,2,1,0,0,0,0,0,0,0,NA,0,2019-07-01,"07"
889,9.9351806640625,89.4800033569336,2,3,3,1,0,1,0,0,0,0,0,NA,0,2019-08-01,"08"
817,9.5,86,1,1,5,1,0,1,1,2,0,1,1,7,0,2019-08-01,"08"
522.35,7.15547943115234,73,50,NA,3,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
460,6.21621608734131,74,46,7,3,1,0,1,1,1,0,0,0,13,0,2019-06-01,"06"
283,8.08571434020996,35,NA,2,1,0,1,0,1,1,0,0,0,NA,0,2019-09-01,"09"
594,8.62995719909668,68.8300018310547,62,NA,3,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
479,6.47384786605835,73.9899978637695,49,7,3.5,1,0,0,0,0,0,0,0,NA,0,2019-03-01,"03"
795,8.45744705200195,94,44,2,3,1,0,1,1,2,0,1,1,13,0,2019-04-01,"04"
390,6.39344263076782,61,47,8,2,1,0,1,0,0,0,0,0,13,0,2019-02-01,"02"
555,8.82914447784424,62.8600006103516,62,NA,3,1,0,1,0,0,0,0,0,13,0,2019-07-01,"07"
342.42,7.70002222061157,44.4700012207031,64,NA,3,0,0,1,0,0,0,0,1,13,0,2019-10-01,"10"
442.74,7.54241895675659,58.7000007629395,61,NA,2,1,0,1,0,0,0,0,0,13,0,2019-08-01,"08"
420,6.5625,64,96,7,2,0,0,1,0,0,0,0,0,13,0,2019-08-01,"08"
240,9.23076915740967,26,27,7,1.5,0,1,0,0,0,0,0,0,13,0,2019-06-01,"06"
386.95,7.11697626113892,54.3699989318848,59,NA,2,1,0,1,0,0,0,0,0,NA,0,2019-07-01,"07"
495,8.25,60,118,5,3,0,0,1,1,2,0,0,1,3,0,2019-07-01,"07"
545,7.67605638504028,71,55,NA,3,1,0,1,0,0,0,0,0,13,0,2019-07-01,"07"
640,6.95652151107788,92,NA,NA,3.5,1,0,1,1,1,0,0,1,13,0,2019-12-01,"12"
418.87,6.91889667510986,60.5400009155273,NA,7,2,1,0,1,0,0,1,0,0,NA,1,2019-12-01,"12"
898,8.31481456756592,108,17,6,4,1,1,1,1,2,0,0,1,13,0,2019-01-01,"01"
577.21,8.89109706878662,64.9199981689453,60,NA,3,1,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
350,10,35,118,6,1,0,0,1,1,1,0,0,0,6,0,2019-08-01,"08"
575,8.82985210418701,65.120002746582,61,NA,3,1,0,1,0,0,0,0,1,13,0,2019-06-01,"06"
580,8.2857141494751,70,60,4,1,0,0,0,0,0,0,0,0,NA,0,2019-07-01,"07"
865,9.94252872467041,87,NA,7,3,1,1,1,1,2,1,1,0,6,1,2018-05-01,"05"
310,7.38095235824585,42,NA,7,2,0,0,0,0,0,0,0,0,6,0,2019-08-01,"08"
390,6.1904764175415,63,20,7,2,0,0,0,1,2,0,0,0,13,0,2018-09-01,"09"
280,14,20,65,NA,1,0,1,0,0,0,0,0,0,13,0,2019-01-01,"01"
423,6.07845973968506,69.5899963378906,49,NA,3,1,0,1,0,0,0,0,0,6,0,2019-09-01,"09"
463,6.61050796508789,70.0400009155273,60,5,3,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
430,7.80966186523438,55.060001373291,27,NA,2,0,0,0,0,0,0,0,0,NA,0,2019-01-01,"01"
785,7.4761905670166,105,16,3,4,1,0,1,0,0,0,1,0,13,0,2019-03-01,"03"
300,9.375,32,NA,7,1,0,0,1,1,1,0,0,0,6,0,2019-07-01,"07"
320,8,40,47,6,1,1,1,1,1,2,0,0,1,13,0,2019-03-01,"03"
1100,9.40170955657959,117,67,7,4,0,1,1,1,2,0,0,1,6,0,2019-02-01,"02"
414,7.13793087005615,58,50,NA,2,1,0,1,0,0,0,0,0,13,0,2019-07-01,"07"
430,7.16666650772095,60,65,6,2,0,0,1,1,2,0,0,0,13,0,2019-08-01,"08"
255,7.2857141494751,35,NA,NA,1,1,1,1,0,0,0,0,1,NA,0,2019-08-01,"08"
469,7.65089750289917,61.2999992370605,25,7,2,1,0,0,0,0,0,0,0,13,0,2019-09-01,"09"
1620,10.5882349014282,153,1,3,4,1,0,1,1,2,1,1,1,5,1,2019-07-01,"07"
685,6.84999990463257,100,NA,7,4,1,0,1,0,0,0,1,1,13,0,2019-06-01,"06"
189,5.08611392974854,37.1599998474121,66,7,2,0,0,1,0,0,0,0,0,3,0,2019-08-01,"08"
990,8.95603370666504,110.540000915527,7,NA,3,0,0,0,0,0,0,0,0,NA,0,2018-12-01,"12"
450,9.57446765899658,47,30,7,2,1,1,1,1,2,0,0,0,13,0,2017-10-01,"10"
547.9,7.50547933578491,73,49,NA,3,1,0,1,0,0,0,0,0,13,0,2019-08-01,"08"
557,7.95714282989502,70,124,6,3,0,1,1,1,1,0,0,0,4,0,2019-01-01,"01"
363.52,5.43215799331665,66.9199981689453,9,7,2,1,0,0,0,0,1,0,0,13,1,2019-11-01,"11"
365.58,4.74779224395752,77,50,NA,3,1,0,1,0,0,1,0,0,13,0,2019-09-01,"09"
590,6.86046504974365,86,NA,3,3,0,0,0,1,2,0,0,0,13,0,2019-10-01,"10"
